id,gender,city,year,group_size,tom,bumo,bumo_previous,most_favourite,age,age_group,age_sub_group,mpi,mpi_detail,mpi_mean,occupation,occupation_group,cluster,most_favourite_group,cluster_name
453783,Male,Nha Trang,2018,2.0,Other 1,Milano,Other 1,Other 1,52.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,0,Other,Routine Consumers
453816,Female,Nha Trang,2018,5.0,Highlands Coffee,Highlands Coffee,Milano,Highlands Coffee,20.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
453828,Female,Nha Trang,2018,5.0,Other 1,Other 1,Other 2,Other 1,24.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
453843,Female,Nha Trang,2018,6.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,35.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Civil servant - Staff level,Office Worker,1,Other,Social Seekers
453846,Female,Nha Trang,2018,5.0,Highlands Coffee,Highlands Coffee,Other 1,Highlands Coffee,19.0,16 - 19,16 - 19,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Major Chains,Social Seekers
453868,Male,Hà Nội,2018,2.0,Cộng Cà Phê,Cộng Cà Phê,Refuse,Cộng Cà Phê,20.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
453884,Female,Đà Nẵng,2018,2.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,38.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
453885,Female,Nha Trang,2018,2.0,Milano,Highlands Coffee,Milano,Highlands Coffee,29.0,20 - 29,25 - 29,< 4.5, 3  - 4.49  ,3749.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,2,Major Chains,Experience Enthusiasts
453896,Female,Nha Trang,2018,4.0,Highlands Coffee,Other 1,Highlands Coffee,Highlands Coffee,26.0,20 - 29,25 - 29,< 4.5, 3  - 4.49  ,3749.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,2,Major Chains,Experience Enthusiasts
453916,Male,Nha Trang,2018,5.0,Street / Half street coffee (including carts),Other 1,Refuse,Other 1,23.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,2,Other,Experience Enthusiasts
453936,Male,Hà Nội,2018,3.0,Highlands Coffee,Highlands Coffee,Aha Cafe,Highlands Coffee,24.0,20 - 29,20 - 24,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Major Chains,Social Seekers
453950,Female,Hồ Chí Minh,2018,7.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,16.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
453991,Female,Nha Trang,2018,6.0,Other 1,Trung Nguyên,Other 1,Other 2,43.0,40 - 60,40 - 44,< 4.5, 3  - 4.49  ,3749.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Other,Routine Consumers
453994,Female,Hà Nội,2018,3.0,Cộng Cà Phê,Other 1,Refuse,Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,1,Other,Social Seekers
453996,Female,Nha Trang,2018,4.0,Other 1,Other 1,Refuse,Other 1,34.0,30 - 39,30 - 34,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,3,Other,Quality-First Consumers
454037,Female,Hồ Chí Minh,2018,2.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,58.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Major Chains,Routine Consumers
454079,Male,Hà Nội,2018,4.0,Other 1,Other 1,Trung Nguyên,Other 1,29.0,20 - 29,25 - 29,9 - 14.9, 12  - 14.99  ,13499.0,Broker/ Service provider with no employee,Self Employed,3,Other,Quality-First Consumers
454102,Female,Hồ Chí Minh,2018,4.0,Phúc Long,Highlands Coffee,Refuse,Phúc Long,17.0,16 - 19,16 - 19,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
454114,Female,Hồ Chí Minh,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),37.0,30 - 39,35 - 39,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Street,Routine Consumers
454122,Female,Đà Nẵng,2018,3.0,Milano,Milano,Refuse,Milano,23.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,2,Other,Experience Enthusiasts
454149,Male,Đà Nẵng,2018,1.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),56.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Retirement,Non-working,0,Street,Routine Consumers
454195,Male,Đà Nẵng,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),39.0,30 - 39,35 - 39,9 - 14.9, 9  - 11.99  ,10499.0,Broker/ Service provider with no employee,Self Employed,3,Street,Quality-First Consumers
454269,Male,Hồ Chí Minh,2018,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,22.0,20 - 29,20 - 24,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
454273,Male,Hồ Chí Minh,2018,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Highlands Coffee,36.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Housewife,Non-working,1,Major Chains,Social Seekers
454274,Male,Hồ Chí Minh,2018,2.0,Other 1,Other 2,Refuse,Trung Nguyên,36.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
454275,Female,Hồ Chí Minh,2018,4.0,Other 1,Milano,Street / Half street coffee (including carts),Milano,32.0,30 - 39,30 - 34,< 4.5, 3  - 4.49  ,3749.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,2,Other,Experience Enthusiasts
454276,Female,Hồ Chí Minh,2018,4.0,Other 1,Other 3,Street / Half street coffee (including carts),Highlands Coffee,25.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
454288,Female,Hồ Chí Minh,2018,4.0,Other 1,Other 2,Refuse,Other 2,52.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Other,Routine Consumers
454292,Female,Hồ Chí Minh,2018,4.0,Other 1,Highlands Coffee,Other 1,Highlands Coffee,27.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
454305,Female,Nha Trang,2018,4.0,Other 1,Other 1,Refuse,Other 1,48.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,0,Other,Routine Consumers
454308,Female,Nha Trang,2018,4.0,Milano,Milano,Refuse,Street / Half street coffee (including carts),55.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Street,Routine Consumers
454310,Male,Nha Trang,2018,2.0,Milano,Milano,Street / Half street coffee (including carts),Milano,30.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
454331,Female,Nha Trang,2018,5.0,Other 1,Other 1,Other 3,Other 1,45.0,40 - 60,45+,9 - 14.9, 9  - 11.99  ,10499.0,Broker/ Service provider with no employee,Self Employed,3,Other,Quality-First Consumers
454332,Female,Hồ Chí Minh,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Trung Nguyên,58.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Housewife,Non-working,0,Major Chains,Routine Consumers
454333,Female,Hồ Chí Minh,2018,5.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,36.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Housewife,Non-working,1,Other,Social Seekers
454334,Female,Hồ Chí Minh,2018,4.0,Trung Nguyên,Trung Nguyên,Street / Half street coffee (including carts),Trung Nguyên,48.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,0,Major Chains,Routine Consumers
454336,Male,Nha Trang,2018,3.0,Other 1,Other 1,Other 2,Other 2,38.0,30 - 39,35 - 39,25+, 20  - 24.99  ,22499.0,Broker/ Service provider with no employee,Self Employed,3,Other,Quality-First Consumers
454375,Female,Hồ Chí Minh,2018,3.0,Other 1,Street / Half street coffee (including carts),Other 1,Other 1,51.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Other,Routine Consumers
454386,Female,Nha Trang,2018,2.0,Other 1,Street / Half street coffee (including carts),Refuse,Other 1,50.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Other,Routine Consumers
454422,Male,Nha Trang,2018,5.0,Other 1,Street / Half street coffee (including carts),Other 1,Highlands Coffee,28.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Major Chains,Social Seekers
454424,Female,Hồ Chí Minh,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),36.0,30 - 39,35 - 39,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Street,Routine Consumers
454456,Female,Nha Trang,2018,4.0,Other 1,Other 1,Refuse,Other 1,44.0,40 - 60,40 - 44,< 4.5, 3  - 4.49  ,3749.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Other,Routine Consumers
454506,Male,Nha Trang,2018,4.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,45.0,40 - 60,45+,9 - 14.9, 9  - 11.99  ,10499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,3,Other,Quality-First Consumers
454523,Female,Nha Trang,2018,3.0,Other 1,Other 1,Refuse,Other 1,43.0,40 - 60,40 - 44,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Other,Routine Consumers
454544,Male,Hồ Chí Minh,2018,3.0,Other 1,Street / Half street coffee (including carts),Refuse,Other 1,26.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
454567,Female,Hà Nội,2018,2.0,Highlands Coffee,Highlands Coffee,Other 1,Highlands Coffee,28.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,Officer - Staff level,Office Worker,3,Major Chains,Quality-First Consumers
454579,Female,Đà Nẵng,2018,4.0,Other 1,Other 1,Refuse,Nia cafe,39.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
454584,Male,Đà Nẵng,2018,2.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,54.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
454604,Female,Nha Trang,2018,4.0,Trung Nguyên,Highlands Coffee,Refuse,Highlands Coffee,23.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
454621,Female,Đà Nẵng,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),32.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,1,Street,Social Seekers
454634,Female,Nha Trang,2018,5.0,Other 1,Other 3,Refuse,Other 3,28.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Lecturer / Teacher,Professional,1,Other,Social Seekers
454672,Female,Hà Nội,2018,2.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,38.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Broker/ Service provider with no employee,Self Employed,1,Other,Social Seekers
454673,Female,Hồ Chí Minh,2018,2.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,51.0,40 - 60,45+,25+, 20  - 24.99  ,22499.0,Broker/ Service provider with no employee,Self Employed,0,Major Chains,Routine Consumers
454692,Female,Hà Nội,2018,4.0,Other 1,Other 1,Passio,Other 1,23.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
454703,Male,Hồ Chí Minh,2018,4.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,27.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
454704,Female,Hồ Chí Minh,2018,4.0,Other 1,Street / Half street coffee (including carts),Other 1,Other 1,53.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Other,Routine Consumers
454705,Male,Nha Trang,2018,6.0,Milano,Milano,Refuse,Milano,23.0,20 - 29,20 - 24,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Other,Quality-First Consumers
454719,Female,Đà Nẵng,2018,2.0,Mộc Miên,Mộc Miên,Refuse,Mộc Miên,37.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
454721,Male,Nha Trang,2018,4.0,Other 1,Milano,Refuse,Milano,25.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
454736,Male,Hà Nội,2018,4.0,Cộng Cà Phê,Cộng Cà Phê,Refuse,Cộng Cà Phê,28.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Major Chains,Quality-First Consumers
454750,Male,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,27.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
454751,Female,Hà Nội,2018,2.0,Other 1,Other 1,Refuse,Other 1,43.0,40 - 60,40 - 44,9 - 14.9, 12  - 14.99  ,13499.0,Broker/ Service provider with no employee,Self Employed,3,Other,Quality-First Consumers
454752,Female,Hà Nội,2018,2.0,Urban Station,Urban Station,Refuse,Urban Station,20.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
454753,Female,Hà Nội,2018,2.0,Cộng Cà Phê,Cộng Cà Phê,Refuse,Cộng Cà Phê,26.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
454767,Male,Hồ Chí Minh,2018,3.0,Other 1,Other 1,Refuse,Other 1,17.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
454788,Male,Đà Nẵng,2018,3.0,Other 1,Other 1,Other 2,Other 1,36.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
454790,Female,Hồ Chí Minh,2018,6.0,Highlands Coffee,Other 1,Refuse,Other 1,34.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,Officer - Staff level,Office Worker,3,Other,Quality-First Consumers
454792,Female,Hà Nội,2018,4.0,Cộng Cà Phê,Cộng Cà Phê,Refuse,Cộng Cà Phê,26.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
454793,Female,Hà Nội,2018,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,29.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
454803,Female,Hồ Chí Minh,2018,4.0,Viva Star,Viva Star,Street / Half street coffee (including carts),Viva Star,29.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
454805,Female,Nha Trang,2018,4.0,Milano,Other 1,Refuse,Other 1,31.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
454831,Female,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,55.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Other,Routine Consumers
454844,Female,Hà Nội,2018,2.0,Other 1,Other 1,Refuse,Other 1,38.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Broker/ Service provider with no employee,Self Employed,1,Other,Social Seekers
454854,Female,Hà Nội,2018,4.0,Cộng Cà Phê,Highlands Coffee,Cộng Cà Phê,Highlands Coffee,30.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
454860,Male,Hồ Chí Minh,2018,3.0,Highlands Coffee,Highlands Coffee,Street / Half street coffee (including carts),Highlands Coffee,27.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,Lecturer / Teacher,Professional,3,Major Chains,Quality-First Consumers
454881,Female,Hà Nội,2018,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,46.0,40 - 60,45+,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Other,Routine Consumers
454887,Male,Hà Nội,2018,3.0,Other 1,Other 1,Trung Nguyên,Other 1,30.0,30 - 39,30 - 34,25+, 20  - 24.99  ,22499.0,Broker/ Service provider with no employee,Self Employed,3,Other,Quality-First Consumers
454898,Female,Nha Trang,2018,4.0,Street / Half street coffee (including carts),Highlands Coffee,Other 1,Highlands Coffee,23.0,20 - 29,20 - 24,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Major Chains,Social Seekers
454911,Female,Hà Nội,2018,4.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,44.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
454912,Male,Hà Nội,2018,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,33.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,3,Major Chains,Quality-First Consumers
454913,Female,Hồ Chí Minh,2018,4.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),49.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Street,Routine Consumers
454915,Male,Đà Nẵng,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Highlands Coffee,18.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,2,Major Chains,Experience Enthusiasts
454916,Male,Nha Trang,2018,3.0,Milano,Milano,Street / Half street coffee (including carts),Milano,22.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
454918,Female,Hà Nội,2018,2.0,Other 1,Other 1,Refuse,Other 1,51.0,40 - 60,45+,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Other,Routine Consumers
454919,Male,Đà Nẵng,2018,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,27.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Major Chains,Social Seekers
454921,Male,Hà Nội,2018,2.0,Other 1,Other 1,Refuse,Other 1,40.0,40 - 60,40 - 44,9 - 14.9, 12  - 14.99  ,13499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,3,Other,Quality-First Consumers
454924,Male,Hà Nội,2018,4.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,53.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
454936,Male,Nha Trang,2018,4.0,Other 1,Other 3,Other 1,Other 3,38.0,30 - 39,35 - 39,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Other,Routine Consumers
454943,Male,Nha Trang,2018,5.0,Milano,Milano,Refuse,Milano,34.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
454952,Female,Nha Trang,2018,4.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,20.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
454958,Female,Hồ Chí Minh,2018,2.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,30.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
454962,Female,Hồ Chí Minh,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Other 1,Other 1,56.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
454969,Male,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,37.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
454976,Male,Nha Trang,2018,6.0,Milano,Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),21.0,20 - 29,20 - 24,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Street,Social Seekers
454979,Female,Đà Nẵng,2018,4.0,Highlands Coffee,Highlands Coffee,Trung Nguyên,Highlands Coffee,17.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
454980,Male,Hà Nội,2018,5.0,Other 1,Other 1,Cộng Cà Phê,Other 1,29.0,20 - 29,25 - 29,9 - 14.9, 12  - 14.99  ,13499.0,Broker/ Service provider with no employee,Self Employed,3,Other,Quality-First Consumers
454984,Female,Hồ Chí Minh,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),22.0,20 - 29,20 - 24,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Housewife,Non-working,1,Street,Social Seekers
454985,Female,Hồ Chí Minh,2018,5.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),25.0,20 - 29,25 - 29,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,2,Street,Experience Enthusiasts
455004,Female,Hà Nội,2018,3.0,Trung Nguyên,Other 1,Refuse,Other 1,31.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Other,Social Seekers
455007,Female,Hà Nội,2018,2.0,The Coffee House,The Coffee House,Refuse,The Coffee House,19.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
455010,Female,Hà Nội,2018,5.0,Highlands Coffee,Other 1,Refuse,Other 1,30.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,1,Other,Social Seekers
455019,Female,Hồ Chí Minh,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Other 1,42.0,40 - 60,40 - 44,9 - 14.9, 9  - 11.99  ,10499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,3,Other,Quality-First Consumers
455053,Female,Nha Trang,2018,4.0,Other 1,Other 1,Refuse,Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
455061,Female,Hà Nội,2018,4.0,Urban Station,Urban Station,Refuse,Urban Station,20.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
455068,Male,Hà Nội,2018,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,51.0,40 - 60,45+,9 - 14.9, 9  - 11.99  ,10499.0,Broker/ Service provider with no employee,Self Employed,0,Other,Routine Consumers
455070,Male,Hồ Chí Minh,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Highlands Coffee,41.0,40 - 60,40 - 44,9 - 14.9, 12  - 14.99  ,13499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Major Chains,Quality-First Consumers
455072,Female,Đà Nẵng,2018,1.0,Other 1,Other 1,Refuse,Other 1,58.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Retirement,Non-working,0,Other,Routine Consumers
455083,Female,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,33.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
455100,Female,Nha Trang,2018,2.0,Highlands Coffee,Street / Half street coffee (including carts),Highlands Coffee,Highlands Coffee,24.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,2,Major Chains,Experience Enthusiasts
