id,city,year,needstates,day_daypart,needstate_group,matched_attribute
810301,Hà Nội,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810301,Hà Nội,2019,Socializing with colleagues,Weekends,Socializing,Colleague meeting place
810301,Hà Nội,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810301,Hà Nội,2019,Drinking coffee,14h - 17h,Drinking beverages,Good coffee
810301,Hà Nội,2019,Drinking ice-blended,Weekends,Drinking beverages,Good ice-blended drinks
810301,Hà Nội,2019,Socializing with friends,14h - 17h,Socializing,Friends hangout place
810301,Hà Nội,2019,Socializing with colleagues,Weekdays,Socializing,Colleague meeting place
810301,Hà Nội,2019,Socializing with colleagues,14h - 17h,Socializing,Colleague meeting place
810301,Hà Nội,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
810301,Hà Nội,2019,Drinking ice-blended,17h - 21h,Drinking beverages,Good ice-blended drinks
810301,Hà Nội,2019,Drinking ice-blended,Weekdays,Drinking beverages,Good ice-blended drinks
810301,Hà Nội,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
810301,Hà Nội,2019,Drinking ice-blended,14h - 17h,Drinking beverages,Good ice-blended drinks
810313,Hà Nội,2019,Entertainment,14h - 17h,Relaxing & entertainment,Fast internet
810313,Hà Nội,2019,Entertainment,14h - 17h,Relaxing & entertainment,Good music
810313,Hà Nội,2019,Drinking tea,14h - 17h,Drinking beverages,Good tea
810313,Hà Nội,2019,Drinking ice-blended,Weekends,Drinking beverages,Good ice-blended drinks
810313,Hà Nội,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810313,Hà Nội,2019,Drinking ice-blended,17h - 21h,Drinking beverages,Good ice-blended drinks
810313,Hà Nội,2019,Entertainment,Overall,Relaxing & entertainment,Fast internet
810313,Hà Nội,2019,Entertainment,Overall,Relaxing & entertainment,Good music
810313,Hà Nội,2019,Drinking tea,Weekdays,Drinking beverages,Good tea
810313,Hà Nội,2019,Entertainment,Weekends,Relaxing & entertainment,Fast internet
810313,Hà Nội,2019,Entertainment,Weekends,Relaxing & entertainment,Good music
810313,Hà Nội,2019,Drinking ice-blended,Weekdays,Drinking beverages,Good ice-blended drinks
810313,Hà Nội,2019,Entertainment,17h - 21h,Relaxing & entertainment,Fast internet
810313,Hà Nội,2019,Entertainment,17h - 21h,Relaxing & entertainment,Good music
810313,Hà Nội,2019,Drinking tea,Weekends,Drinking beverages,Good tea
810313,Hà Nội,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810313,Hà Nội,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810313,Hà Nội,2019,Drinking tea,Overall,Drinking beverages,Good tea
810313,Hà Nội,2019,Socializing with friends,14h - 17h,Socializing,Friends hangout place
810313,Hà Nội,2019,Entertainment,Weekdays,Relaxing & entertainment,Fast internet
810313,Hà Nội,2019,Entertainment,Weekdays,Relaxing & entertainment,Good music
810313,Hà Nội,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810313,Hà Nội,2019,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
810375,Hải Phòng,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810375,Hải Phòng,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
810375,Hải Phòng,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810375,Hải Phòng,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810375,Hải Phòng,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810375,Hải Phòng,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
810394,Cần Thơ,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810394,Cần Thơ,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Relaxing place
810394,Cần Thơ,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Comfortable environment
810394,Cần Thơ,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Good music
810394,Cần Thơ,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Sense of belonging
810394,Cần Thơ,2019,Socializing with colleagues,17h - 21h,Socializing,Colleague meeting place
810394,Cần Thơ,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810394,Cần Thơ,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Relaxing place
810394,Cần Thơ,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Comfortable environment
810394,Cần Thơ,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Good music
810394,Cần Thơ,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Sense of belonging
810394,Cần Thơ,2019,Socializing with colleagues,Overall,Socializing,Colleague meeting place
810394,Cần Thơ,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
810394,Cần Thơ,2019,Socializing with colleagues,0h - 9h,Socializing,Colleague meeting place
810394,Cần Thơ,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810394,Cần Thơ,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810394,Cần Thơ,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
810394,Cần Thơ,2019,Relaxing (Alone),17h - 21h,Relaxing & entertainment,Relaxing place
810394,Cần Thơ,2019,Relaxing (Alone),17h - 21h,Relaxing & entertainment,Comfortable environment
810394,Cần Thơ,2019,Relaxing (Alone),17h - 21h,Relaxing & entertainment,Good music
810394,Cần Thơ,2019,Relaxing (Alone),17h - 21h,Relaxing & entertainment,Sense of belonging
810394,Cần Thơ,2019,Socializing with friends,11h - 14h,Socializing,Friends hangout place
810394,Cần Thơ,2019,Socializing with colleagues,Weekends,Socializing,Colleague meeting place
810394,Cần Thơ,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810394,Cần Thơ,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810394,Cần Thơ,2019,Socializing with colleagues,11h - 14h,Socializing,Colleague meeting place
810394,Cần Thơ,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
810394,Cần Thơ,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
810394,Cần Thơ,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
810394,Cần Thơ,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
810394,Cần Thơ,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
810394,Cần Thơ,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Relaxing place
810394,Cần Thơ,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Comfortable environment
810394,Cần Thơ,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Good music
810394,Cần Thơ,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Sense of belonging
810394,Cần Thơ,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Relaxing place
810394,Cần Thơ,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Comfortable environment
810394,Cần Thơ,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Good music
810394,Cần Thơ,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Sense of belonging
810394,Cần Thơ,2019,Socializing with colleagues,Weekdays,Socializing,Colleague meeting place
810394,Cần Thơ,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
810403,Hà Nội,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810403,Hà Nội,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810403,Hà Nội,2019,Drinking tea,0h - 9h,Drinking beverages,Good tea
810403,Hà Nội,2019,Have snack / pastry,Overall,Meals & Snack,Good food
810403,Hà Nội,2019,Have snack / pastry,Overall,Meals & Snack,Varied menu
810403,Hà Nội,2019,Socializing with family / relatives,17h - 21h,Socializing,Family-friendly place
810403,Hà Nội,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
810403,Hà Nội,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810403,Hà Nội,2019,Drinking tea,17h - 21h,Drinking beverages,Good tea
810403,Hà Nội,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
810403,Hà Nội,2019,Drinking tea,Weekends,Drinking beverages,Good tea
810403,Hà Nội,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
810403,Hà Nội,2019,Have snack / pastry,Weekdays,Meals & Snack,Good food
810403,Hà Nội,2019,Have snack / pastry,Weekdays,Meals & Snack,Varied menu
810403,Hà Nội,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
810403,Hà Nội,2019,Socializing with colleagues,Weekdays,Socializing,Colleague meeting place
810403,Hà Nội,2019,Have snack / pastry,Weekends,Meals & Snack,Good food
810403,Hà Nội,2019,Have snack / pastry,Weekends,Meals & Snack,Varied menu
810403,Hà Nội,2019,Drinking tea,Overall,Drinking beverages,Good tea
810403,Hà Nội,2019,Socializing with colleagues,0h - 9h,Socializing,Colleague meeting place
810403,Hà Nội,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810403,Hà Nội,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810403,Hà Nội,2019,Drinking tea,Weekdays,Drinking beverages,Good tea
810403,Hà Nội,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
810403,Hà Nội,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810403,Hà Nội,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
810403,Hà Nội,2019,Have snack / pastry,17h - 21h,Meals & Snack,Good food
810403,Hà Nội,2019,Have snack / pastry,17h - 21h,Meals & Snack,Varied menu
810403,Hà Nội,2019,Have snack / pastry,0h - 9h,Meals & Snack,Good food
810403,Hà Nội,2019,Have snack / pastry,0h - 9h,Meals & Snack,Varied menu
810403,Hà Nội,2019,Socializing with colleagues,Overall,Socializing,Colleague meeting place
810425,Hải Phòng,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810425,Hải Phòng,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810425,Hải Phòng,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810425,Hải Phòng,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
810425,Hải Phòng,2019,Socializing with colleagues,0h - 9h,Socializing,Colleague meeting place
810425,Hải Phòng,2019,Socializing with colleagues,Overall,Socializing,Colleague meeting place
810425,Hải Phòng,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
810425,Hải Phòng,2019,Socializing with colleagues,Weekdays,Socializing,Colleague meeting place
810425,Hải Phòng,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
810445,Hà Nội,2019,Have snack / pastry,Weekends,Meals & Snack,Good food
810445,Hà Nội,2019,Have snack / pastry,Weekends,Meals & Snack,Varied menu
810445,Hà Nội,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810445,Hà Nội,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
810445,Hà Nội,2019,Socializing with family / relatives,0h - 9h,Socializing,Family-friendly place
810445,Hà Nội,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
810445,Hà Nội,2019,Have snack / pastry,0h - 9h,Meals & Snack,Good food
810445,Hà Nội,2019,Have snack / pastry,0h - 9h,Meals & Snack,Varied menu
810445,Hà Nội,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810445,Hà Nội,2019,Have snack / pastry,Overall,Meals & Snack,Good food
810445,Hà Nội,2019,Have snack / pastry,Overall,Meals & Snack,Varied menu
810445,Hà Nội,2019,Socializing with family / relatives,17h - 21h,Socializing,Family-friendly place
810445,Hà Nội,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810445,Hà Nội,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
810445,Hà Nội,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810445,Hà Nội,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810445,Hà Nội,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
810447,Hà Nội,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810447,Hà Nội,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810447,Hà Nội,2019,Drinking coffee,11h - 14h,Drinking beverages,Good coffee
810447,Hà Nội,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810447,Hà Nội,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
810447,Hà Nội,2019,Socializing with family / relatives,17h - 21h,Socializing,Family-friendly place
810447,Hà Nội,2019,Socializing with friends,11h - 14h,Socializing,Friends hangout place
810447,Hà Nội,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810447,Hà Nội,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810447,Hà Nội,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
810447,Hà Nội,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
810452,Hà Nội,2019,Drinking tea,17h - 21h,Drinking beverages,Good tea
810452,Hà Nội,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
810452,Hà Nội,2019,Socializing with family / relatives,Weekdays,Socializing,Family-friendly place
810452,Hà Nội,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
810452,Hà Nội,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810452,Hà Nội,2019,Drinking coffee,11h - 14h,Drinking beverages,Good coffee
810452,Hà Nội,2019,Socializing with family / relatives,17h - 21h,Socializing,Family-friendly place
810452,Hà Nội,2019,Drinking tea,Weekends,Drinking beverages,Good tea
810452,Hà Nội,2019,Drinking tea,Overall,Drinking beverages,Good tea
810452,Hà Nội,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810452,Hà Nội,2019,Drinking tea,Weekdays,Drinking beverages,Good tea
810452,Hà Nội,2019,Socializing with family / relatives,11h - 14h,Socializing,Family-friendly place
810452,Hà Nội,2019,Drinking tea,11h - 14h,Drinking beverages,Good tea
810452,Hà Nội,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
810452,Hà Nội,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
810552,Hải Phòng,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810552,Hải Phòng,2019,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
810552,Hải Phòng,2019,Drinking ice-blended,Weekends,Drinking beverages,Good ice-blended drinks
810552,Hải Phòng,2019,Drinking ice-blended,17h - 21h,Drinking beverages,Good ice-blended drinks
810552,Hải Phòng,2019,Socializing with colleagues,Overall,Socializing,Colleague meeting place
810552,Hải Phòng,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages,Good other beverages
810552,Hải Phòng,2019,"Drinking other beverages (excluding tea, coffee, freeze)",17h - 21h,Drinking beverages,Good other beverages
810552,Hải Phòng,2019,Drinking ice-blended,9h - 11h,Drinking beverages,Good ice-blended drinks
810552,Hải Phòng,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810552,Hải Phòng,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810552,Hải Phòng,2019,Socializing with colleagues,Weekends,Socializing,Colleague meeting place
810552,Hải Phòng,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
810552,Hải Phòng,2019,Socializing with colleagues,9h - 11h,Socializing,Colleague meeting place
810587,Hà Nội,2019,Drinking tea,17h - 21h,Drinking beverages,Good tea
810587,Hà Nội,2019,Socializing with friends,11h - 14h,Socializing,Friends hangout place
810587,Hà Nội,2019,Entertainment,0h - 9h,Relaxing & entertainment,Fast internet
810587,Hà Nội,2019,Entertainment,0h - 9h,Relaxing & entertainment,Good music
810587,Hà Nội,2019,Socializing with family / relatives,17h - 21h,Socializing,Family-friendly place
810587,Hà Nội,2019,Socializing with family / relatives,Weekdays,Socializing,Family-friendly place
810587,Hà Nội,2019,Drinking tea,11h - 14h,Drinking beverages,Good tea
810587,Hà Nội,2019,Drinking tea,Overall,Drinking beverages,Good tea
810587,Hà Nội,2019,Drinking tea,0h - 9h,Drinking beverages,Good tea
810587,Hà Nội,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810587,Hà Nội,2019,Entertainment,11h - 14h,Relaxing & entertainment,Fast internet
810587,Hà Nội,2019,Entertainment,11h - 14h,Relaxing & entertainment,Good music
810587,Hà Nội,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810587,Hà Nội,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810587,Hà Nội,2019,Drinking coffee,11h - 14h,Drinking beverages,Good coffee
810587,Hà Nội,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810587,Hà Nội,2019,Entertainment,17h - 21h,Relaxing & entertainment,Fast internet
810587,Hà Nội,2019,Entertainment,17h - 21h,Relaxing & entertainment,Good music
810587,Hà Nội,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
810587,Hà Nội,2019,Entertainment,Weekends,Relaxing & entertainment,Fast internet
810587,Hà Nội,2019,Entertainment,Weekends,Relaxing & entertainment,Good music
810587,Hà Nội,2019,Entertainment,Weekdays,Relaxing & entertainment,Fast internet
810587,Hà Nội,2019,Entertainment,Weekdays,Relaxing & entertainment,Good music
810587,Hà Nội,2019,Entertainment,Overall,Relaxing & entertainment,Fast internet
810587,Hà Nội,2019,Entertainment,Overall,Relaxing & entertainment,Good music
810587,Hà Nội,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
810587,Hà Nội,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
810587,Hà Nội,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
810587,Hà Nội,2019,Drinking tea,Weekdays,Drinking beverages,Good tea
810587,Hà Nội,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810587,Hà Nội,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810587,Hà Nội,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
810587,Hà Nội,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
810587,Hà Nội,2019,Drinking tea,Weekends,Drinking beverages,Good tea
810596,Đà Nẵng,2019,Entertainment,Weekdays,Relaxing & entertainment,Fast internet
810596,Đà Nẵng,2019,Entertainment,Weekdays,Relaxing & entertainment,Good music
810596,Đà Nẵng,2019,Entertainment,Weekends,Relaxing & entertainment,Fast internet
810596,Đà Nẵng,2019,Entertainment,Weekends,Relaxing & entertainment,Good music
810596,Đà Nẵng,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810596,Đà Nẵng,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810596,Đà Nẵng,2019,Entertainment,0h - 9h,Relaxing & entertainment,Fast internet
810596,Đà Nẵng,2019,Entertainment,0h - 9h,Relaxing & entertainment,Good music
810596,Đà Nẵng,2019,Entertainment,Overall,Relaxing & entertainment,Fast internet
810596,Đà Nẵng,2019,Entertainment,Overall,Relaxing & entertainment,Good music
810596,Đà Nẵng,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810596,Đà Nẵng,2019,Entertainment,17h - 21h,Relaxing & entertainment,Fast internet
810596,Đà Nẵng,2019,Entertainment,17h - 21h,Relaxing & entertainment,Good music
810596,Đà Nẵng,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
810596,Đà Nẵng,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810614,Hà Nội,2019,Entertainment,Overall,Relaxing & entertainment,Fast internet
810614,Hà Nội,2019,Entertainment,Overall,Relaxing & entertainment,Good music
810614,Hà Nội,2019,Studying / Reading books,Overall,Studying & Others,Work/study friendly
810614,Hà Nội,2019,Studying / Reading books,Overall,Studying & Others,Study-friendly place
810614,Hà Nội,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Relaxing place
810614,Hà Nội,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Comfortable environment
810614,Hà Nội,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Good music
810614,Hà Nội,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Sense of belonging
810614,Hà Nội,2019,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
810614,Hà Nội,2019,"Drinking other beverages (excluding tea, coffee, freeze)",11h - 14h,Drinking beverages,Good other beverages
810614,Hà Nội,2019,Have snack / pastry,Weekends,Meals & Snack,Good food
810614,Hà Nội,2019,Have snack / pastry,Weekends,Meals & Snack,Varied menu
810614,Hà Nội,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810614,Hà Nội,2019,Drinking tea,Weekdays,Drinking beverages,Good tea
810614,Hà Nội,2019,Drinking tea,Overall,Drinking beverages,Good tea
810614,Hà Nội,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
810614,Hà Nội,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
810614,Hà Nội,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
810614,Hà Nội,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
810614,Hà Nội,2019,Socializing with friends,14h - 17h,Socializing,Friends hangout place
810614,Hà Nội,2019,Have snack / pastry,11h - 14h,Meals & Snack,Good food
810614,Hà Nội,2019,Have snack / pastry,11h - 14h,Meals & Snack,Varied menu
810614,Hà Nội,2019,Drinking tea,14h - 17h,Drinking beverages,Good tea
810614,Hà Nội,2019,Entertainment,14h - 17h,Relaxing & entertainment,Fast internet
810614,Hà Nội,2019,Entertainment,14h - 17h,Relaxing & entertainment,Good music
810614,Hà Nội,2019,"Drinking other beverages (excluding tea, coffee, freeze)",17h - 21h,Drinking beverages,Good other beverages
810614,Hà Nội,2019,Drinking tea,Weekends,Drinking beverages,Good tea
810614,Hà Nội,2019,Drinking ice-blended,14h - 17h,Drinking beverages,Good ice-blended drinks
810614,Hà Nội,2019,Drinking tea,0h - 9h,Drinking beverages,Good tea
810614,Hà Nội,2019,Drinking tea,11h - 14h,Drinking beverages,Good tea
810614,Hà Nội,2019,Have snack / pastry,0h - 9h,Meals & Snack,Good food
810614,Hà Nội,2019,Have snack / pastry,0h - 9h,Meals & Snack,Varied menu
810614,Hà Nội,2019,Studying / Reading books,Weekdays,Studying & Others,Work/study friendly
810614,Hà Nội,2019,Studying / Reading books,Weekdays,Studying & Others,Study-friendly place
810614,Hà Nội,2019,Studying / Reading books,0h - 9h,Studying & Others,Work/study friendly
810614,Hà Nội,2019,Studying / Reading books,0h - 9h,Studying & Others,Study-friendly place
810614,Hà Nội,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages,Good other beverages
810614,Hà Nội,2019,Have snack / pastry,Weekdays,Meals & Snack,Good food
810614,Hà Nội,2019,Have snack / pastry,Weekdays,Meals & Snack,Varied menu
810614,Hà Nội,2019,"Drinking other beverages (excluding tea, coffee, freeze)",14h - 17h,Drinking beverages,Good other beverages
810614,Hà Nội,2019,Studying / Reading books,11h - 14h,Studying & Others,Work/study friendly
810614,Hà Nội,2019,Studying / Reading books,11h - 14h,Studying & Others,Study-friendly place
810614,Hà Nội,2019,Entertainment,0h - 9h,Relaxing & entertainment,Fast internet
810614,Hà Nội,2019,Entertainment,0h - 9h,Relaxing & entertainment,Good music
810614,Hà Nội,2019,Entertainment,Weekends,Relaxing & entertainment,Fast internet
810614,Hà Nội,2019,Entertainment,Weekends,Relaxing & entertainment,Good music
810614,Hà Nội,2019,Entertainment,17h - 21h,Relaxing & entertainment,Fast internet
810614,Hà Nội,2019,Entertainment,17h - 21h,Relaxing & entertainment,Good music
810614,Hà Nội,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810614,Hà Nội,2019,Entertainment,Weekdays,Relaxing & entertainment,Fast internet
810614,Hà Nội,2019,Entertainment,Weekdays,Relaxing & entertainment,Good music
810614,Hà Nội,2019,Socializing with friends,11h - 14h,Socializing,Friends hangout place
810614,Hà Nội,2019,Entertainment,11h - 14h,Relaxing & entertainment,Fast internet
810614,Hà Nội,2019,Entertainment,11h - 14h,Relaxing & entertainment,Good music
810614,Hà Nội,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810614,Hà Nội,2019,Drinking ice-blended,Weekdays,Drinking beverages,Good ice-blended drinks
810614,Hà Nội,2019,Drinking ice-blended,Weekends,Drinking beverages,Good ice-blended drinks
810614,Hà Nội,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Relaxing place
810614,Hà Nội,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Comfortable environment
810614,Hà Nội,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Good music
810614,Hà Nội,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Sense of belonging
810614,Hà Nội,2019,Have snack / pastry,Overall,Meals & Snack,Good food
810614,Hà Nội,2019,Have snack / pastry,Overall,Meals & Snack,Varied menu
810614,Hà Nội,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages,Good other beverages
810614,Hà Nội,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810614,Hà Nội,2019,Drinking ice-blended,11h - 14h,Drinking beverages,Good ice-blended drinks
810614,Hà Nội,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
810614,Hà Nội,2019,Have snack / pastry,14h - 17h,Meals & Snack,Good food
810614,Hà Nội,2019,Have snack / pastry,14h - 17h,Meals & Snack,Varied menu
810675,Nha Trang,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810675,Nha Trang,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810675,Nha Trang,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
810675,Nha Trang,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810675,Nha Trang,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810675,Nha Trang,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
810678,Nha Trang,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810678,Nha Trang,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810678,Nha Trang,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810678,Nha Trang,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810678,Nha Trang,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
810678,Nha Trang,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810678,Nha Trang,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
810678,Nha Trang,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
810683,Hải Phòng,2019,Drinking ice-blended,21h+,Drinking beverages,Good ice-blended drinks
810683,Hải Phòng,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810683,Hải Phòng,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
810683,Hải Phòng,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810683,Hải Phòng,2019,Socializing with family / relatives,21h+,Socializing,Family-friendly place
810683,Hải Phòng,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810683,Hải Phòng,2019,Drinking ice-blended,Weekends,Drinking beverages,Good ice-blended drinks
810683,Hải Phòng,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810683,Hải Phòng,2019,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
810683,Hải Phòng,2019,Socializing with friends,21h+,Socializing,Friends hangout place
810683,Hải Phòng,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
810683,Hải Phòng,2019,Drinking coffee,14h - 17h,Drinking beverages,Good coffee
810683,Hải Phòng,2019,Socializing with friends,14h - 17h,Socializing,Friends hangout place
810710,Hồ Chí Minh,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810710,Hồ Chí Minh,2019,Working / Business meeting,9h - 11h,Working & business meeting,Business meeting place
810710,Hồ Chí Minh,2019,Socializing with colleagues,11h - 14h,Socializing,Colleague meeting place
