id,segmentation,visit,spending,brand_type,ppa
138182,Seg.01 - Mass (<VND 25K),4,48,Street,12
138183,Seg.03 - Premium (VND 60K - VND 99K),3,255,Chain,85
138185,Seg.02 - Mass Asp (VND 25K - VND 59K),11,440,Independent,40
138185,Seg.02 - Mass Asp (VND 25K - VND 59K),1,50,Chain,50
138186,Seg.01 - Mass (<VND 25K),16,192,Independent,12
138186,Seg.01 - Mass (<VND 25K),12,108,Street,9
138186,Seg.01 - Mass (<VND 25K),2,40,Chain,20
138187,Seg.02 - Mass Asp (VND 25K - VND 59K),4,156,Chain,39
138188,Seg.01 - Mass (<VND 25K),30,600,Independent,20
138189,Seg.02 - Mass Asp (VND 25K - VND 59K),4,200,Chain,50
138189,Seg.01 - Mass (<VND 25K),6,90,Street,15
138197,Seg.01 - Mass (<VND 25K),8,136,Independent,17
138198,Seg.01 - Mass (<VND 25K),15,225,Independent,15
138198,Seg.01 - Mass (<VND 25K),5,50,Street,10
138212,Seg.02 - Mass Asp (VND 25K - VND 59K),3,120,Chain,40
138213,Seg.03 - Premium (VND 60K - VND 99K),4,320,Independent,80
138257,Seg.01 - Mass (<VND 25K),2,20,Street,10
138257,Seg.01 - Mass (<VND 25K),8,96,Independent,12
138258,Seg.01 - Mass (<VND 25K),9,180,Independent,20
138259,Seg.01 - Mass (<VND 25K),10,150,Street,15
138260,Seg.01 - Mass (<VND 25K),30,600,Independent,20
138282,Seg.01 - Mass (<VND 25K),30,300,Independent,10
138282,Seg.01 - Mass (<VND 25K),20,160,Street,8
138283,Seg.01 - Mass (<VND 25K),1,8,Street,8
138283,Seg.01 - Mass (<VND 25K),3,45,Independent,15
138285,Seg.01 - Mass (<VND 25K),30,300,Street,10
138286,Seg.01 - Mass (<VND 25K),2,24,Street,12
138287,Seg.01 - Mass (<VND 25K),2,40,Independent,20
138288,Seg.01 - Mass (<VND 25K),30,360,Independent,12
138289,Seg.02 - Mass Asp (VND 25K - VND 59K),3,75,Independent,25
138289,Seg.03 - Premium (VND 60K - VND 99K),1,60,Chain,60
138290,Seg.03 - Premium (VND 60K - VND 99K),4,280,Chain,70
138291,Seg.04 - Super Premium (VND 100K+),2,200,Independent,100
138292,Seg.01 - Mass (<VND 25K),30,180,Street,6
138294,Seg.02 - Mass Asp (VND 25K - VND 59K),4,180,Chain,45
138295,Seg.01 - Mass (<VND 25K),2,30,Street,15
138295,Seg.02 - Mass Asp (VND 25K - VND 59K),2,80,Chain,40
138296,Seg.01 - Mass (<VND 25K),4,40,Street,10
138297,Seg.01 - Mass (<VND 25K),8,144,Street,18
138298,Seg.01 - Mass (<VND 25K),5,75,Street,15
138298,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
138299,Seg.01 - Mass (<VND 25K),4,80,Independent,20
138300,Seg.02 - Mass Asp (VND 25K - VND 59K),4,180,Chain,45
138301,Seg.01 - Mass (<VND 25K),4,60,Independent,15
138302,Seg.01 - Mass (<VND 25K),4,40,Street,10
138303,Seg.01 - Mass (<VND 25K),3,45,Street,15
138304,Seg.01 - Mass (<VND 25K),4,80,Independent,20
138305,Seg.01 - Mass (<VND 25K),12,180,Street,15
138306,Seg.01 - Mass (<VND 25K),4,60,Street,15
138307,Seg.01 - Mass (<VND 25K),3,45,Street,15
138308,Seg.01 - Mass (<VND 25K),12,240,Chain,20
138309,Seg.02 - Mass Asp (VND 25K - VND 59K),10,450,Chain,45
138310,Seg.01 - Mass (<VND 25K),4,48,Street,12
138314,Seg.01 - Mass (<VND 25K),18,180,Street,10
138315,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Chain,30
138317,Seg.01 - Mass (<VND 25K),2,20,Street,10
138332,Seg.02 - Mass Asp (VND 25K - VND 59K),1,25,Street,25
138332,Seg.02 - Mass Asp (VND 25K - VND 59K),3,75,Independent,25
138333,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Independent,25
138334,Seg.03 - Premium (VND 60K - VND 99K),2,120,Chain,60
138335,Seg.03 - Premium (VND 60K - VND 99K),2,120,Chain,60
138336,Seg.02 - Mass Asp (VND 25K - VND 59K),12,300,Independent,25
138337,Seg.02 - Mass Asp (VND 25K - VND 59K),25,625,Independent,25
138338,Seg.02 - Mass Asp (VND 25K - VND 59K),3,75,Independent,25
138345,Seg.01 - Mass (<VND 25K),4,40,Street,10
138350,Seg.01 - Mass (<VND 25K),28,420,Independent,15
138351,Seg.02 - Mass Asp (VND 25K - VND 59K),8,440,Chain,55
138352,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Chain,30
138353,Seg.01 - Mass (<VND 25K),22,264,Street,12
138353,Seg.01 - Mass (<VND 25K),6,90,Independent,15
138353,Seg.02 - Mass Asp (VND 25K - VND 59K),2,90,Chain,45
138355,Seg.01 - Mass (<VND 25K),22,220,Street,10
138355,Seg.03 - Premium (VND 60K - VND 99K),4,240,Chain,60
138355,Seg.03 - Premium (VND 60K - VND 99K),4,240,Independent,60
138374,Seg.01 - Mass (<VND 25K),3,45,Independent,15
138375,Seg.01 - Mass (<VND 25K),10,100,Street,10
138375,Seg.01 - Mass (<VND 25K),30,450,Independent,15
138376,Seg.01 - Mass (<VND 25K),9,135,Independent,15
138376,Seg.02 - Mass Asp (VND 25K - VND 59K),3,147,Chain,49
138377,Seg.01 - Mass (<VND 25K),8,120,Independent,15
138378,Seg.01 - Mass (<VND 25K),20,240,Street,12
138378,Seg.01 - Mass (<VND 25K),10,150,Independent,15
138379,Seg.02 - Mass Asp (VND 25K - VND 59K),12,480,Chain,40
138380,Seg.01 - Mass (<VND 25K),30,450,Independent,15
138381,Seg.01 - Mass (<VND 25K),30,540,Independent,18
138382,Seg.01 - Mass (<VND 25K),4,48,Street,12
138382,Seg.01 - Mass (<VND 25K),24,360,Independent,15
138383,Seg.02 - Mass Asp (VND 25K - VND 59K),10,250,Independent,25
138383,Seg.02 - Mass Asp (VND 25K - VND 59K),20,980,Chain,49
138384,Seg.01 - Mass (<VND 25K),1,20,Independent,20
138384,Seg.01 - Mass (<VND 25K),2,24,Street,12
138385,Seg.01 - Mass (<VND 25K),20,180,Street,9
138385,Seg.01 - Mass (<VND 25K),8,120,Independent,15
138386,Seg.01 - Mass (<VND 25K),2,30,Chain,15
138386,Seg.01 - Mass (<VND 25K),1,10,Street,10
138387,Seg.01 - Mass (<VND 25K),2,30,Chain,15
138387,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Independent,35
138388,Seg.01 - Mass (<VND 25K),30,240,Street,8
138389,Seg.01 - Mass (<VND 25K),1,20,Independent,20
138389,Seg.02 - Mass Asp (VND 25K - VND 59K),1,30,Chain,30
138391,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Independent,25
138400,Seg.02 - Mass Asp (VND 25K - VND 59K),8,360,Chain,45
138404,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138408,Seg.02 - Mass Asp (VND 25K - VND 59K),5,195,Chain,39
138408,Seg.01 - Mass (<VND 25K),4,48,Street,12
138408,Seg.02 - Mass Asp (VND 25K - VND 59K),7,245,Independent,35
138409,Seg.02 - Mass Asp (VND 25K - VND 59K),30,1770,Chain,59
138410,Seg.01 - Mass (<VND 25K),30,300,Street,10
138411,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
138411,Seg.02 - Mass Asp (VND 25K - VND 59K),2,78,Chain,39
138411,Seg.01 - Mass (<VND 25K),4,40,Street,10
138413,Seg.01 - Mass (<VND 25K),30,450,Street,15
138414,Seg.01 - Mass (<VND 25K),10,180,Chain,18
138416,Seg.03 - Premium (VND 60K - VND 99K),2,120,Chain,60
138417,Seg.02 - Mass Asp (VND 25K - VND 59K),12,360,Street,30
138418,Seg.02 - Mass Asp (VND 25K - VND 59K),4,160,Street,40
138420,Seg.02 - Mass Asp (VND 25K - VND 59K),4,200,Chain,50
138421,Seg.02 - Mass Asp (VND 25K - VND 59K),2,90,Street,45
138422,Seg.02 - Mass Asp (VND 25K - VND 59K),8,320,Street,40
138423,Seg.02 - Mass Asp (VND 25K - VND 59K),8,240,Street,30
138425,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Chain,30
138433,Seg.01 - Mass (<VND 25K),16,288,Street,18
138446,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
138446,Seg.03 - Premium (VND 60K - VND 99K),6,360,Chain,60
138447,Seg.02 - Mass Asp (VND 25K - VND 59K),3,105,Independent,35
138447,Seg.02 - Mass Asp (VND 25K - VND 59K),1,25,Street,25
138448,Seg.03 - Premium (VND 60K - VND 99K),10,600,Chain,60
138449,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Street,25
138449,Seg.02 - Mass Asp (VND 25K - VND 59K),4,200,Chain,50
138450,Seg.01 - Mass (<VND 25K),2,40,Independent,20
138451,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
138451,Seg.02 - Mass Asp (VND 25K - VND 59K),7,350,Chain,50
138457,Seg.01 - Mass (<VND 25K),30,450,Independent,15
138458,Seg.01 - Mass (<VND 25K),4,48,Independent,12
138459,Seg.01 - Mass (<VND 25K),25,175,Independent,7
138459,Seg.01 - Mass (<VND 25K),6,42,Street,7
138460,Seg.01 - Mass (<VND 25K),8,56,Street,7
138471,Seg.01 - Mass (<VND 25K),2,40,Independent,20
138476,Seg.01 - Mass (<VND 25K),30,300,Street,10
138477,Seg.01 - Mass (<VND 25K),3,30,Independent,10
138477,Seg.02 - Mass Asp (VND 25K - VND 59K),5,200,Chain,40
138479,Seg.01 - Mass (<VND 25K),8,160,Independent,20
138479,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Chain,35
138480,Seg.02 - Mass Asp (VND 25K - VND 59K),7,210,Independent,30
138480,Seg.01 - Mass (<VND 25K),23,230,Street,10
138482,Seg.02 - Mass Asp (VND 25K - VND 59K),1,30,Street,30
138482,Seg.02 - Mass Asp (VND 25K - VND 59K),1,40,Chain,40
138483,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
138483,Seg.03 - Premium (VND 60K - VND 99K),5,300,Chain,60
138484,Seg.03 - Premium (VND 60K - VND 99K),10,600,Chain,60
138484,Seg.02 - Mass Asp (VND 25K - VND 59K),5,150,Independent,30
138485,Seg.03 - Premium (VND 60K - VND 99K),4,280,Chain,70
138486,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
138486,Seg.03 - Premium (VND 60K - VND 99K),1,60,Chain,60
138487,Seg.02 - Mass Asp (VND 25K - VND 59K),1,25,Street,25
138487,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
138487,Seg.03 - Premium (VND 60K - VND 99K),1,60,Chain,60
138488,Seg.01 - Mass (<VND 25K),2,30,Independent,15
138488,Seg.01 - Mass (<VND 25K),14,140,Street,10
138489,Seg.01 - Mass (<VND 25K),60,480,Street,8
138490,Seg.01 - Mass (<VND 25K),5,100,Independent,20
138491,Seg.01 - Mass (<VND 25K),30,360,Independent,12
138492,Seg.01 - Mass (<VND 25K),10,100,Street,10
138493,Seg.01 - Mass (<VND 25K),8,120,Independent,15
138494,Seg.01 - Mass (<VND 25K),6,60,Street,10
138495,Seg.01 - Mass (<VND 25K),30,240,Street,8
138496,Seg.01 - Mass (<VND 25K),8,80,Independent,10
138504,Seg.01 - Mass (<VND 25K),5,60,Independent,12
138504,Seg.01 - Mass (<VND 25K),5,50,Street,10
138505,Seg.02 - Mass Asp (VND 25K - VND 59K),3,150,Chain,50
138505,Seg.02 - Mass Asp (VND 25K - VND 59K),1,30,Independent,30
138506,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Chain,30
138507,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
138507,Seg.02 - Mass Asp (VND 25K - VND 59K),10,500,Chain,50
138509,Seg.02 - Mass Asp (VND 25K - VND 59K),3,105,Independent,35
138509,Seg.02 - Mass Asp (VND 25K - VND 59K),1,30,Chain,30
138510,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Chain,30
138510,Seg.02 - Mass Asp (VND 25K - VND 59K),1,30,Independent,30
138511,Seg.02 - Mass Asp (VND 25K - VND 59K),12,480,Chain,40
138512,Seg.02 - Mass Asp (VND 25K - VND 59K),2,90,Chain,45
138513,Seg.02 - Mass Asp (VND 25K - VND 59K),6,240,Chain,40
138513,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
138514,Seg.02 - Mass Asp (VND 25K - VND 59K),2,80,Chain,40
138514,Seg.02 - Mass Asp (VND 25K - VND 59K),6,210,Independent,35
138515,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
138516,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Independent,35
138526,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Independent,35
138527,Seg.02 - Mass Asp (VND 25K - VND 59K),4,200,Chain,50
138528,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
138529,Seg.02 - Mass Asp (VND 25K - VND 59K),16,800,Chain,50
138530,Seg.02 - Mass Asp (VND 25K - VND 59K),4,140,Independent,35
138531,Seg.02 - Mass Asp (VND 25K - VND 59K),7,210,Independent,30
138532,Seg.02 - Mass Asp (VND 25K - VND 59K),3,75,Street,25
138532,Seg.02 - Mass Asp (VND 25K - VND 59K),1,45,Independent,45
138533,Seg.02 - Mass Asp (VND 25K - VND 59K),1,25,Street,25
138533,Seg.02 - Mass Asp (VND 25K - VND 59K),3,165,Independent,55
138534,Seg.01 - Mass (<VND 25K),5,100,Chain,20
138534,Seg.01 - Mass (<VND 25K),15,225,Street,15
138535,Seg.02 - Mass Asp (VND 25K - VND 59K),3,120,Street,40
138537,Seg.01 - Mass (<VND 25K),25,375,Independent,15
138537,Seg.01 - Mass (<VND 25K),5,60,Street,12
138538,Seg.01 - Mass (<VND 25K),18,216,Independent,12
138538,Seg.01 - Mass (<VND 25K),6,48,Street,8
138540,Seg.02 - Mass Asp (VND 25K - VND 59K),4,160,Independent,40
138541,Seg.01 - Mass (<VND 25K),4,32,Street,8
138542,Seg.02 - Mass Asp (VND 25K - VND 59K),2,110,Chain,55
138543,Seg.02 - Mass Asp (VND 25K - VND 59K),6,234,Chain,39
138544,Seg.01 - Mass (<VND 25K),12,180,Independent,15
138545,Seg.01 - Mass (<VND 25K),30,240,Independent,8
138546,Seg.01 - Mass (<VND 25K),30,300,Independent,10
138547,Seg.01 - Mass (<VND 25K),4,32,Street,8
138548,Seg.01 - Mass (<VND 25K),4,60,Independent,15
138550,Seg.01 - Mass (<VND 25K),30,240,Street,8
138551,Seg.01 - Mass (<VND 25K),30,300,Independent,10
138552,Seg.01 - Mass (<VND 25K),30,540,Independent,18
138553,Seg.01 - Mass (<VND 25K),2,24,Independent,12
138554,Seg.02 - Mass Asp (VND 25K - VND 59K),30,1770,Chain,59
138555,Seg.01 - Mass (<VND 25K),30,300,Street,10
138562,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
138571,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Street,35
138580,Seg.03 - Premium (VND 60K - VND 99K),20,1200,Chain,60
138581,Seg.03 - Premium (VND 60K - VND 99K),4,240,Chain,60
138582,Seg.03 - Premium (VND 60K - VND 99K),4,240,Chain,60
138583,Seg.02 - Mass Asp (VND 25K - VND 59K),8,280,Independent,35
138584,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Independent,35
138584,Seg.03 - Premium (VND 60K - VND 99K),10,600,Chain,60
138585,Seg.03 - Premium (VND 60K - VND 99K),8,560,Chain,70
138585,Seg.02 - Mass Asp (VND 25K - VND 59K),2,80,Independent,40
138586,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
138587,Seg.02 - Mass Asp (VND 25K - VND 59K),10,500,Chain,50
138587,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
138588,Seg.02 - Mass Asp (VND 25K - VND 59K),4,140,Independent,35
138589,Seg.03 - Premium (VND 60K - VND 99K),4,240,Chain,60
138589,Seg.02 - Mass Asp (VND 25K - VND 59K),8,280,Independent,35
138590,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
138591,Seg.01 - Mass (<VND 25K),3,30,Independent,10
138592,Seg.01 - Mass (<VND 25K),3,30,Street,10
138593,Seg.01 - Mass (<VND 25K),5,75,Independent,15
138593,Seg.01 - Mass (<VND 25K),3,30,Street,10
138594,Seg.01 - Mass (<VND 25K),20,200,Independent,10
138595,Seg.01 - Mass (<VND 25K),31,372,Street,12
138596,Seg.02 - Mass Asp (VND 25K - VND 59K),6,150,Independent,25
138596,Seg.01 - Mass (<VND 25K),2,28,Street,14
138597,Seg.01 - Mass (<VND 25K),1,20,Independent,20
138597,Seg.01 - Mass (<VND 25K),3,45,Street,15
138598,Seg.01 - Mass (<VND 25K),1,15,Street,15
138598,Seg.01 - Mass (<VND 25K),3,60,Independent,20
138599,Seg.01 - Mass (<VND 25K),4,56,Street,14
138599,Seg.01 - Mass (<VND 25K),6,108,Independent,18
138600,Seg.02 - Mass Asp (VND 25K - VND 59K),8,200,Independent,25
138600,Seg.02 - Mass Asp (VND 25K - VND 59K),4,236,Chain,59
138601,Seg.01 - Mass (<VND 25K),12,240,Independent,20
138601,Seg.01 - Mass (<VND 25K),8,120,Street,15
138602,Seg.02 - Mass Asp (VND 25K - VND 59K),5,125,Independent,25
138602,Seg.01 - Mass (<VND 25K),3,45,Street,15
138603,Seg.01 - Mass (<VND 25K),7,168,Independent,24
138603,Seg.01 - Mass (<VND 25K),3,39,Street,13
138604,Seg.01 - Mass (<VND 25K),4,80,Independent,20
138605,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138606,Seg.01 - Mass (<VND 25K),4,80,Independent,20
138607,Seg.01 - Mass (<VND 25K),4,80,Independent,20
138608,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138609,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138610,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138611,Seg.01 - Mass (<VND 25K),4,80,Independent,20
138612,Seg.02 - Mass Asp (VND 25K - VND 59K),8,280,Chain,35
138613,Seg.01 - Mass (<VND 25K),4,80,Street,20
138614,Seg.01 - Mass (<VND 25K),4,80,Independent,20
138615,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138616,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138617,Seg.01 - Mass (<VND 25K),4,80,Independent,20
138618,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138619,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138621,Seg.02 - Mass Asp (VND 25K - VND 59K),6,240,Street,40
138621,Seg.02 - Mass Asp (VND 25K - VND 59K),10,500,Independent,50
138624,Seg.03 - Premium (VND 60K - VND 99K),2,120,Chain,60
138624,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Street,30
138625,Seg.02 - Mass Asp (VND 25K - VND 59K),4,160,Street,40
138626,Seg.02 - Mass Asp (VND 25K - VND 59K),2,80,Independent,40
138627,Seg.02 - Mass Asp (VND 25K - VND 59K),8,320,Chain,40
138628,Seg.03 - Premium (VND 60K - VND 99K),3,180,Chain,60
138628,Seg.02 - Mass Asp (VND 25K - VND 59K),9,315,Independent,35
138631,Seg.04 - Super Premium (VND 100K+),4,400,Chain,100
138632,Seg.04 - Super Premium (VND 100K+),8,800,Chain,100
138633,Seg.03 - Premium (VND 60K - VND 99K),16,1280,Chain,80
138635,Seg.03 - Premium (VND 60K - VND 99K),11,770,Chain,70
138635,Seg.02 - Mass Asp (VND 25K - VND 59K),1,30,Street,30
138636,Seg.04 - Super Premium (VND 100K+),12,1200,Chain,100
138636,Seg.03 - Premium (VND 60K - VND 99K),4,280,Independent,70
138637,Seg.02 - Mass Asp (VND 25K - VND 59K),3,105,Street,35
138638,Seg.03 - Premium (VND 60K - VND 99K),2,120,Chain,60
138638,Seg.02 - Mass Asp (VND 25K - VND 59K),6,240,Street,40
138639,Seg.02 - Mass Asp (VND 25K - VND 59K),4,160,Street,40
138640,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
138642,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138646,Seg.01 - Mass (<VND 25K),35,350,Street,10
138647,Seg.01 - Mass (<VND 25K),30,450,Street,15
138651,Seg.02 - Mass Asp (VND 25K - VND 59K),10,250,Independent,25
138652,Seg.02 - Mass Asp (VND 25K - VND 59K),4,200,Street,50
138653,Seg.02 - Mass Asp (VND 25K - VND 59K),10,300,Chain,30
138654,Seg.01 - Mass (<VND 25K),4,40,Street,10
138655,Seg.01 - Mass (<VND 25K),4,40,Street,10
138656,Seg.01 - Mass (<VND 25K),10,200,Street,20
138657,Seg.02 - Mass Asp (VND 25K - VND 59K),8,200,Independent,25
138660,Seg.03 - Premium (VND 60K - VND 99K),10,800,Independent,80
138660,Seg.01 - Mass (<VND 25K),20,240,Street,12
138662,Seg.02 - Mass Asp (VND 25K - VND 59K),3,105,Independent,35
138662,Seg.01 - Mass (<VND 25K),1,15,Street,15
138663,Seg.02 - Mass Asp (VND 25K - VND 59K),2,80,Chain,40
138663,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
138664,Seg.02 - Mass Asp (VND 25K - VND 59K),6,180,Independent,30
138664,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
138665,Seg.02 - Mass Asp (VND 25K - VND 59K),3,120,Independent,40
138665,Seg.01 - Mass (<VND 25K),1,15,Street,15
138666,Seg.01 - Mass (<VND 25K),1,15,Street,15
138666,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
138667,Seg.02 - Mass Asp (VND 25K - VND 59K),8,320,Chain,40
138668,Seg.02 - Mass Asp (VND 25K - VND 59K),6,180,Independent,30
138668,Seg.01 - Mass (<VND 25K),2,40,Street,20
138669,Seg.02 - Mass Asp (VND 25K - VND 59K),3,120,Independent,40
138669,Seg.01 - Mass (<VND 25K),1,20,Street,20
138676,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138677,Seg.02 - Mass Asp (VND 25K - VND 59K),4,140,Chain,35
138689,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138690,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138691,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
138692,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
138693,Seg.02 - Mass Asp (VND 25K - VND 59K),4,140,Chain,35
138698,Seg.02 - Mass Asp (VND 25K - VND 59K),10,250,Independent,25
138698,Seg.01 - Mass (<VND 25K),20,240,Street,12
138699,Seg.01 - Mass (<VND 25K),6,120,Independent,20
138702,Seg.02 - Mass Asp (VND 25K - VND 59K),8,384,Chain,48
138703,Seg.02 - Mass Asp (VND 25K - VND 59K),25,1250,Chain,50
138705,Seg.02 - Mass Asp (VND 25K - VND 59K),12,600,Chain,50
138706,Seg.02 - Mass Asp (VND 25K - VND 59K),1,25,Street,25
138706,Seg.02 - Mass Asp (VND 25K - VND 59K),9,450,Chain,50
138707,Seg.03 - Premium (VND 60K - VND 99K),4,240,Chain,60
138708,Seg.02 - Mass Asp (VND 25K - VND 59K),4,200,Chain,50
138713,Seg.01 - Mass (<VND 25K),4,80,Independent,20
138714,Seg.02 - Mass Asp (VND 25K - VND 59K),10,400,Chain,40
138715,Seg.01 - Mass (<VND 25K),4,80,Street,20
138716,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Independent,35
138716,Seg.01 - Mass (<VND 25K),2,30,Street,15
138716,Seg.02 - Mass Asp (VND 25K - VND 59K),14,700,Chain,50
138717,Seg.02 - Mass Asp (VND 25K - VND 59K),6,150,Independent,25
138717,Seg.02 - Mass Asp (VND 25K - VND 59K),14,560,Chain,40
138718,Seg.02 - Mass Asp (VND 25K - VND 59K),3,105,Independent,35
138718,Seg.01 - Mass (<VND 25K),1,20,Street,20
138719,Seg.02 - Mass Asp (VND 25K - VND 59K),10,500,Chain,50
138720,Seg.02 - Mass Asp (VND 25K - VND 59K),9,270,Independent,30
138720,Seg.02 - Mass Asp (VND 25K - VND 59K),3,120,Chain,40
138720,Seg.01 - Mass (<VND 25K),3,60,Street,20
138721,Seg.02 - Mass Asp (VND 25K - VND 59K),8,400,Chain,50
138721,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
138724,Seg.01 - Mass (<VND 25K),40,400,Street,10
138724,Seg.01 - Mass (<VND 25K),20,260,Independent,13
138725,Seg.02 - Mass Asp (VND 25K - VND 59K),8,320,Chain,40
138726,Seg.02 - Mass Asp (VND 25K - VND 59K),5,250,Chain,50
138726,Seg.01 - Mass (<VND 25K),15,150,Street,10
138727,Seg.01 - Mass (<VND 25K),8,120,Street,15
138727,Seg.02 - Mass Asp (VND 25K - VND 59K),4,160,Independent,40
138728,Seg.01 - Mass (<VND 25K),30,240,Street,8
138729,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
138730,Seg.02 - Mass Asp (VND 25K - VND 59K),8,400,Chain,50
138733,Seg.02 - Mass Asp (VND 25K - VND 59K),30,1200,Chain,40
138734,Seg.01 - Mass (<VND 25K),8,96,Street,12
138734,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Chain,25
138735,Seg.01 - Mass (<VND 25K),3,36,Street,12
138735,Seg.02 - Mass Asp (VND 25K - VND 59K),5,175,Independent,35
138735,Seg.02 - Mass Asp (VND 25K - VND 59K),4,200,Chain,50
138740,Seg.01 - Mass (<VND 25K),30,300,Street,10
138741,Seg.02 - Mass Asp (VND 25K - VND 59K),16,640,Chain,40
138742,Seg.01 - Mass (<VND 25K),3,45,Street,15
138742,Seg.02 - Mass Asp (VND 25K - VND 59K),1,30,Chain,30
138743,Seg.01 - Mass (<VND 25K),30,300,Street,10
138744,Seg.01 - Mass (<VND 25K),8,120,Street,15
138745,Seg.02 - Mass Asp (VND 25K - VND 59K),8,440,Chain,55
138746,Seg.01 - Mass (<VND 25K),25,450,Street,18
138746,Seg.02 - Mass Asp (VND 25K - VND 59K),5,125,Chain,25
138747,Seg.01 - Mass (<VND 25K),30,300,Street,10
138748,Seg.03 - Premium (VND 60K - VND 99K),4,240,Chain,60
138750,Seg.01 - Mass (<VND 25K),2,40,Street,20
138750,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
138750,Seg.02 - Mass Asp (VND 25K - VND 59K),24,600,Independent,25
138751,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
138752,Seg.02 - Mass Asp (VND 25K - VND 59K),4,140,Independent,35
138753,Seg.02 - Mass Asp (VND 25K - VND 59K),1,50,Chain,50
138753,Seg.02 - Mass Asp (VND 25K - VND 59K),20,600,Independent,30
138754,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
138755,Seg.02 - Mass Asp (VND 25K - VND 59K),8,240,Independent,30
138756,Seg.02 - Mass Asp (VND 25K - VND 59K),20,500,Independent,25
138756,Seg.01 - Mass (<VND 25K),4,80,Street,20
138757,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
138758,Seg.01 - Mass (<VND 25K),25,200,Street,8
138758,Seg.01 - Mass (<VND 25K),5,100,Independent,20
138759,Seg.01 - Mass (<VND 25K),5,100,Independent,20
138759,Seg.02 - Mass Asp (VND 25K - VND 59K),5,200,Chain,40
138760,Seg.01 - Mass (<VND 25K),12,120,Independent,10
138761,Seg.01 - Mass (<VND 25K),2,20,Street,10
138761,Seg.01 - Mass (<VND 25K),28,336,Independent,12
