ID,Year,City,Awareness,Attribute,BrandImage
140353,2017,Hà Nội,Trung Nguyên,Clean,Trung Nguyên
818774,2019,Hải Phòng,Other,Feel I belong here,Other
826705,2019,Hà Nội,Aha Cafe,Comfortable and relaxing environment,Aha Cafe
373248,2018,Hồ Chí Minh,Phúc Long,Good place for relaxing,Phúc Long
828241,2019,Hà Nội,Urban Station,Trusted brand,Urban Station
92022,2017,Hồ Chí Minh,Highlands Coffee,Good place for working / studying,Highlands Coffee
126590,2017,Đà Nẵng,Indepedent Cafe,Diversified menu,Indepedent Cafe
739358,2019,Hải Phòng,Other,Clean,Other
138627,2017,Hà Nội,Passio,Friendly staff,Passio
121310,2017,Hồ Chí Minh,Trung Nguyên,Good value for money,Trung Nguyên
441491,2018,Đà Nẵng,Other 1,Trusted brand,Other 1
415715,2018,Cần Thơ,Other 1,Good coffee taste,Other 1
139070,2017,Đà Nẵng,Highlands Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Highlands Coffee
123378,2017,Hà Nội,Indepedent Cafe,Clean,Indepedent Cafe
366889,2018,Hồ Chí Minh,Trung Nguyên,Good tea taste,Trung Nguyên
437240,2018,Hà Nội,Highlands Coffee,Nice environment design,Highlands Coffee
138719,2017,Hà Nội,Trung Nguyên,Good value for money,Trung Nguyên
133899,2017,Hồ Chí Minh,Trung Nguyên,Clean,Trung Nguyên
411682,2018,Hà Nội,The Coffee House,Convenient location,The Coffee House
112171,2017,Đà Nẵng,Highlands Coffee,Good place for socializing,Highlands Coffee
834833,2019,Hồ Chí Minh,Phúc Long,Good place for relaxing,Phúc Long
806079,2019,Hà Nội,Urban Station,Good place for socializing with colleagues,Urban Station
744137,2019,Đà Nẵng,Highlands Coffee,Trusted brand,Highlands Coffee
800091,2019,Hà Nội,Highlands Coffee,Good place for socializing with colleagues,Highlands Coffee
837491,2019,Hồ Chí Minh,Viva Star,Good place for studying,Viva Star
446096,2018,Hà Nội,Highlands Coffee,Good place for socializing with family,Highlands Coffee
786408,2019,Hà Nội,Trung Nguyên,Good place for relaxing,Trung Nguyên
459706,2018,Hồ Chí Minh,Phúc Long,Friendly staff,Phúc Long
833332,2019,Hồ Chí Minh,Thức Coffee,Good place for relaxing,Thức Coffee
734255,2019,Hà Nội,Street,Good tea taste,Street
138707,2017,Hà Nội,Trung Nguyên,Diversified menu,Trung Nguyên
120130,2017,Hà Nội,Highlands Coffee,Clean,Highlands Coffee
778119,2019,Hà Nội,Street,Clean,Street
435040,2018,Hà Nội,Cộng Cà Phê,Good place for relaxing,Cộng Cà Phê
386475,2018,Đà Nẵng,BonPas,Recommended by others,BonPas
450247,2018,Đà Nẵng,The Coffee House,Good place for studying,The Coffee House
133898,2017,Hồ Chí Minh,Trung Nguyên,Comfortable and relaxing environment,Trung Nguyên
106730,2017,Cần Thơ,Other Branded Cafe Chain,Good tea taste,Other Branded Cafe Chain
121016,2017,Đà Nẵng,Street / Half street coffee (including carts),Good coffee taste,Street / Half street coffee (including carts)
784954,2019,Hà Nội,Trung Nguyên,Friendly staff,Trung Nguyên
826584,2019,Hồ Chí Minh,Street,Friendly staff,Street
117921,2017,Hồ Chí Minh,Indepedent Cafe,Convenient location,Indepedent Cafe
847035,2019,Cần Thơ,Other,Good ice-blended taste,Other
108980,2017,Hà Nội,Indepedent Cafe,Feel I belong here,Indepedent Cafe
847130,2019,Cần Thơ,Other,Quick speed of service,Other
787315,2019,Hà Nội,Starbucks,Popular brand,Starbucks
822520,2019,Hà Nội,Highlands Coffee,Good tea taste,Highlands Coffee
398623,2018,Đà Nẵng,BonPas,Good place for socializing with colleagues,BonPas
450135,2018,Hà Nội,Other 1,Good place for relaxing,Other 1
134471,2017,Hồ Chí Minh,Trung Nguyên,Convenient location,Trung Nguyên
809591,2019,Nha Trang,Milano,Good music,Milano
121579,2017,Hà Nội,Highlands Coffee,Nice environment design,Highlands Coffee
808495,2019,Hải Phòng,Other,Good place for relaxing,Other
448219,2018,Hải Phòng,Highlands Coffee,Good place for relaxing,Highlands Coffee
759284,2019,Hà Nội,Other,Popular brand,Other
833862,2019,Hồ Chí Minh,Other,Nice environment design,Other
439151,2018,Nha Trang,Other 1,Comfortable and relaxing environment,Other 1
111461,2017,Hồ Chí Minh,Highlands Coffee,Good place for working / studying,Highlands Coffee
796914,2019,Hà Nội,Other,High speed of internet,Other
437310,2018,Nha Trang,Other 1,Have new product regularly,Other 1
825267,2019,Hải Phòng,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee
118403,2017,Hà Nội,Urban Station,Clean,Urban Station
456668,2018,Nha Trang,Other 3,Clean,Other 3
92839,2017,Hồ Chí Minh,Starbucks,Good place for socializing,Starbucks
439174,2018,Hà Nội,Highlands Coffee,Trusted brand,Highlands Coffee
819919,2019,Hà Nội,Cộng Cà Phê,Good value for money,Cộng Cà Phê
791730,2019,Hà Nội,The Coffee House,Good place for socializing with friends,The Coffee House
118028,2017,Hà Nội,Indepedent Cafe,"Good other beverages (other than coffee, tea & ice-blended)",Indepedent Cafe
800247,2019,Hồ Chí Minh,Viva Star,Convenient location,Viva Star
139137,2017,Đà Nẵng,Trung Nguyên,Recommended by others,Trung Nguyên
357090,2018,Cần Thơ,Other 1,Good place for socializing with colleagues,Other 1
460223,2018,Hà Nội,Other 1,Recommended by others,Other 1
792069,2019,Hà Nội,Trung Nguyên,Popular brand,Trung Nguyên
848708,2019,Hồ Chí Minh,Trung Nguyên,Popular brand,Trung Nguyên
795337,2019,Hà Nội,Aha Cafe,High speed of internet,Aha Cafe
458936,2018,Hà Nội,Other 1,Feel I belong here,Other 1
350576,2018,Hồ Chí Minh,Starbucks,Good place for working / business meeting,Starbucks
458904,2018,Nha Trang,Other 2,Good place for socializing with colleagues,Other 2
124232,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Good place for socializing,Street / Half street coffee (including carts)
793461,2019,Hà Nội,Starbucks,Good place for studying,Starbucks
839992,2019,Hồ Chí Minh,Viva Star,Good place for working / business meeting,Viva Star
809422,2019,Đà Nẵng,Trung Nguyên,Good place for working / business meeting,Trung Nguyên
449681,2018,Hà Nội,Highlands Coffee,Good place for socializing with colleagues,Highlands Coffee
381469,2018,Hà Nội,Cộng Cà Phê,Trusted brand,Cộng Cà Phê
795482,2019,Hà Nội,Aha Cafe,Friendly staff,Aha Cafe
111430,2017,Hải Phòng,Highlands Coffee,Feel I belong here,Highlands Coffee
399797,2018,Đà Nẵng,Other 1,Good place for socializing with family,Other 1
807235,2019,Nha Trang,Other,Good place for socializing with colleagues,Other
136216,2017,Hải Phòng,Indepedent Cafe,Comfortable and relaxing environment,Indepedent Cafe
831775,2019,Hà Nội,The Coffee House,Good value for money,The Coffee House
813608,2019,Hà Nội,Cộng Cà Phê,Comfortable and relaxing environment,Cộng Cà Phê
782223,2019,Hà Nội,Aha Cafe,Trusted brand,Aha Cafe
96599,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Friendly staff,Street / Half street coffee (including carts)
124838,2017,Hồ Chí Minh,Indepedent Cafe,"Good other beverages (other than coffee, tea & ice-blended)",Indepedent Cafe
739479,2019,Hồ Chí Minh,Other,Friendly staff,Other
439945,2018,Hồ Chí Minh,Phúc Long,Convenient location,Phúc Long
803191,2019,Hà Nội,Highlands Coffee,Good place for studying,Highlands Coffee
806218,2019,Hà Nội,Trung Nguyên,Good place for socializing with colleagues,Trung Nguyên
108153,2017,Hà Nội,Other Branded Cafe Chain,Quick speed of service,Other Branded Cafe Chain
415773,2018,Nha Trang,Other 1,Good place for relaxing,Other 1
138619,2017,Hà Nội,Maxx Coffee,Delicious food,Maxx Coffee
786479,2019,Hà Nội,Aha Cafe,Feel I belong here,Aha Cafe
98099,2017,Cần Thơ,Trung Nguyên,Popular brand,Trung Nguyên
111487,2017,Hồ Chí Minh,Highlands Coffee,Quick speed of service,Highlands Coffee
817454,2019,Hà Nội,Mộc Miên,"Good other beverages (other than coffee, tea & ice-blended)",Mộc Miên
380362,2018,Cần Thơ,Other 1,Comfortable and relaxing environment,Other 1
459898,2018,Đà Nẵng,BonPas,Good value for money,BonPas
381469,2018,Hà Nội,Cộng Cà Phê,Feel I belong here,Cộng Cà Phê
439949,2018,Hồ Chí Minh,Trung Nguyên,Good tea taste,Trung Nguyên
817993,2019,Hà Nội,Street,Clean,Street
820123,2019,Cần Thơ,Other,Clean,Other
95834,2017,Hồ Chí Minh,Starbucks,Good place for relaxing,Starbucks
452990,2018,Hà Nội,The Coffee House,Good place for studying,The Coffee House
437927,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Good place for relaxing,Street / Half street coffee (including carts)
102970,2017,Cần Thơ,Street / Half street coffee (including carts),Good coffee taste,Street / Half street coffee (including carts)
456444,2018,Nha Trang,Milano,Good place for socializing with colleagues,Milano
794171,2019,Hà Nội,Aha Cafe,Good place for socializing with friends,Aha Cafe
444081,2018,Hà Nội,Aha Cafe,Popular brand,Aha Cafe
138425,2017,Hà Nội,Highlands Coffee,Convenient location,Highlands Coffee
348222,2018,Cần Thơ,,Feel I belong here,Other 2
136074,2017,Hồ Chí Minh,Phúc Long,High speed of internet,Phúc Long
120129,2017,Hà Nội,Passio,Recommended by others,Passio
422261,2018,Nha Trang,Other 2,Comfortable and relaxing environment,Other 2
440745,2018,Hồ Chí Minh,Milano,Friendly staff,Milano
436239,2018,Đà Nẵng,Trung Nguyên,Nice environment design,Trung Nguyên
446866,2018,Hải Phòng,Other 1,Good place for socializing with friends,Other 1
398941,2018,Hà Nội,Other 1,Good place for socializing with colleagues,Other 1
395099,2018,Đà Nẵng,Other 1,Good tea taste,Other 1
792726,2019,Hà Nội,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee
841379,2019,Hồ Chí Minh,Trung Nguyên,Good place for working / business meeting,Trung Nguyên
818412,2019,Đà Nẵng,Trung Nguyên,Feel I belong here,Trung Nguyên
818412,2019,Đà Nẵng,The Coffee House,Comfortable and relaxing environment,The Coffee House
457777,2018,Hồ Chí Minh,Trung Nguyên,Popular brand,Trung Nguyên
826607,2019,Hồ Chí Minh,The Coffee House,Feel I belong here,The Coffee House
136067,2017,Hồ Chí Minh,Gong Cha,Good tea taste,Gong Cha
366562,2018,Đà Nẵng,Other 1,Good value for money,Other 1
366455,2018,Cần Thơ,Other 2,Good place for relaxing,Other 2
138484,2017,Hà Nội,Indepedent Cafe,Popular brand,Indepedent Cafe
92812,2017,Hồ Chí Minh,Trung Nguyên,Good tea taste,Trung Nguyên
360443,2018,Hà Nội,Other 1,Trusted brand,Other 1
447439,2018,Hà Nội,Starbucks,Quick speed of service,Starbucks
139020,2017,Hồ Chí Minh,The Coffee House,Feel I belong here,The Coffee House
829606,2019,Đà Nẵng,Other,Comfortable and relaxing environment,Other
140314,2017,Hà Nội,Milano,Quick speed of service,Milano
344533,2018,Cần Thơ,Milano,Good music,Milano
366458,2018,Cần Thơ,Other 2,Have new product regularly,Other 2
805553,2019,Hồ Chí Minh,The Coffee House,Good coffee taste,The Coffee House
453489,2018,Đà Nẵng,Trung Nguyên,Nice environment design,Trung Nguyên
448225,2018,Hải Phòng,Other 1,Convenient location,Other 1
450797,2018,Hà Nội,Aha Cafe,Recommended by others,Aha Cafe
455719,2018,Hà Nội,Highlands Coffee,Good tea taste,Highlands Coffee
809953,2019,Hà Nội,Cộng Cà Phê,Good coffee taste,Cộng Cà Phê
810114,2019,Hà Nội,Aha Cafe,Good place for socializing with colleagues,Aha Cafe
438993,2018,Hà Nội,Cộng Cà Phê,Trusted brand,Cộng Cà Phê
822009,2019,Nha Trang,Milano,Convenient location,Milano
437703,2018,Đà Nẵng,Long Cafe,Popular brand,Long Cafe
393751,2018,Cần Thơ,Other 2,Clean,Other 2
435051,2018,Hải Phòng,Other 1,Good coffee taste,Other 1
439438,2018,Hồ Chí Minh,Other 1,Quick speed of service,Other 1
821393,2019,Hồ Chí Minh,Trung Nguyên,Have new product regularly,Trung Nguyên
120130,2017,Hà Nội,Thức Coffee,High speed of internet,Thức Coffee
134985,2017,Hải Phòng,Indepedent Cafe,Good place for socializing,Indepedent Cafe
821745,2019,Hà Nội,Cộng Cà Phê,Good tea taste,Cộng Cà Phê
138600,2017,Hồ Chí Minh,Starbucks,Good place for working / studying,Starbucks
417511,2018,Cần Thơ,Trung Nguyên,Good place for studying,Trung Nguyên
398947,2018,Hà Nội,Aha Cafe,Good place for socializing with colleagues,Aha Cafe
415848,2018,Nha Trang,Other 1,Convenient location,Other 1
396267,2018,Cần Thơ,Other 1,Good place for working / business meeting,Other 1
744338,2019,Nha Trang,Street,Nice environment design,Street
455010,2018,Hà Nội,Other 1,Good coffee taste,Other 1
828544,2019,Hồ Chí Minh,Other,Good coffee taste,Other
112820,2017,Hải Phòng,Indepedent Cafe,Good value for money,Indepedent Cafe
140357,2017,Hà Nội,Street / Half street coffee (including carts),Good value for money,Street / Half street coffee (including carts)
813930,2019,Hà Nội,Passio,Quick speed of service,Passio
359151,2018,Cần Thơ,Other 1,"Good other beverages (other than coffee, tea & ice-blended)",Other 1
102996,2017,Hà Nội,Highlands Coffee,Trusted brand,Highlands Coffee
414515,2018,Nha Trang,Trung Nguyên,Comfortable and relaxing environment,Trung Nguyên
381498,2018,Hà Nội,Cộng Cà Phê,Good coffee taste,Cộng Cà Phê
803206,2019,Hà Nội,Highlands Coffee,Good coffee taste,Highlands Coffee
127417,2017,Đà Nẵng,Gong Cha,Good place for relaxing,Gong Cha
89963,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Convenient location,Street / Half street coffee (including carts)
807343,2019,Hồ Chí Minh,Other,Good place for relaxing,Other
743645,2019,Đà Nẵng,Đen Đá,Good place for socializing with family,Đen Đá
132626,2017,Hồ Chí Minh,Milano,Clean,Milano
411357,2018,Nha Trang,Milano,Good place for relaxing,Milano
361560,2018,Cần Thơ,Other 2,Comfortable and relaxing environment,Other 2
789631,2019,Hà Nội,Milano,Have new product regularly,Milano
140139,2017,Hà Nội,Cộng Cà Phê,Feel I belong here,Cộng Cà Phê
92639,2017,Hồ Chí Minh,Phúc Long,Good music,Phúc Long
817780,2019,Hồ Chí Minh,Trung Nguyên,Good coffee taste,Trung Nguyên
841231,2019,Hồ Chí Minh,Phúc Long,Comfortable and relaxing environment,Phúc Long
824171,2019,Hà Nội,Cộng Cà Phê,Good place for working / business meeting,Cộng Cà Phê
835098,2019,Cần Thơ,Đen Đá,Popular brand,Đen Đá
818268,2019,Hà Nội,Aha Cafe,Friendly staff,Aha Cafe
349532,2018,Hồ Chí Minh,Highlands Coffee,Good coffee taste,Highlands Coffee
92616,2017,Hồ Chí Minh,Phúc Long,Delicious food,Phúc Long
451849,2018,Hà Nội,Highlands Coffee,Convenient location,Highlands Coffee
456826,2018,Hồ Chí Minh,Phúc Long,Have new product regularly,Phúc Long
449470,2018,Hồ Chí Minh,Highlands Coffee,Quick speed of service,Highlands Coffee
810245,2019,Nha Trang,Mê Trang,High speed of internet,Mê Trang
138385,2017,Hồ Chí Minh,Milano,High speed of internet,Milano
118398,2017,Hà Nội,Other Branded Cafe Chain,Good music,Other Branded Cafe Chain
432307,2018,Đà Nẵng,Long Cafe,Good place for socializing with family,Long Cafe
749417,2019,Hồ Chí Minh,Other,Good value for money,Other
411899,2018,Cần Thơ,Other 2,Good place for socializing with colleagues,Other 2
813797,2019,Nha Trang,Phúc Long,Good music,Phúc Long
101926,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Friendly staff,Street / Half street coffee (including carts)
733945,2019,Hồ Chí Minh,Highlands Coffee,Quick speed of service,Highlands Coffee
419541,2018,Hải Phòng,Cộng Cà Phê,Clean,Cộng Cà Phê
135355,2017,Hồ Chí Minh,Milano,Clean,Milano
366447,2018,Cần Thơ,Other 1,Good place for relaxing,Other 1
416831,2018,Đà Nẵng,Other 1,Good value for money,Other 1
790855,2019,Hồ Chí Minh,Passio,Popular brand,Passio
451914,2018,Hà Nội,Trung Nguyên,Have new product regularly,Trung Nguyên
140700,2017,Hà Nội,Maxx Coffee,Good value for money,Maxx Coffee
141289,2017,Hà Nội,Highlands Coffee,Trusted brand,Highlands Coffee
812050,2019,Hồ Chí Minh,Milano,Good place for socializing with family,Milano
136073,2017,Hồ Chí Minh,The Coffee House,Diversified menu,The Coffee House
118269,2017,Hồ Chí Minh,Saigon Café,Diversified menu,Saigon Café
826154,2019,Hà Nội,Cộng Cà Phê,Trusted brand,Cộng Cà Phê
451914,2018,Hà Nội,Trung Nguyên,Clean,Trung Nguyên
855212,2019,Hồ Chí Minh,The Coffee House,Good coffee taste,The Coffee House
824105,2019,Hà Nội,Cộng Cà Phê,Good place for socializing with family,Cộng Cà Phê
379573,2018,Cần Thơ,Trung Nguyên,Friendly staff,Trung Nguyên
138379,2017,Hồ Chí Minh,Highlands Coffee,Good place for working / studying,Highlands Coffee
827894,2019,Hồ Chí Minh,Highlands Coffee,Popular brand,Highlands Coffee
818149,2019,Đà Nẵng,Other,Friendly staff,Other
777021,2019,Hà Nội,Aha Cafe,Good place for socializing with family,Aha Cafe
817989,2019,Cần Thơ,Highlands Coffee,Good place for relaxing,Highlands Coffee
838008,2019,Hồ Chí Minh,Highlands Coffee,Good place for socializing with family,Highlands Coffee
411681,2018,Hà Nội,Aha Cafe,Popular brand,Aha Cafe
368563,2018,Hà Nội,Urban Station,Popular brand,Urban Station
749526,2019,Đà Nẵng,Trung Nguyên,Popular brand,Trung Nguyên
123951,2017,Hải Phòng,Starbucks,Trusted brand,Starbucks
106832,2017,Cần Thơ,Indepedent Cafe,Good value for money,Indepedent Cafe
440504,2018,Hà Nội,Cộng Cà Phê,Trusted brand,Cộng Cà Phê
138581,2017,Hà Nội,Trung Nguyên,Comfortable and relaxing environment,Trung Nguyên
841544,2019,Hồ Chí Minh,Trung Nguyên,Popular brand,Trung Nguyên
799979,2019,Hà Nội,Starbucks,Friendly staff,Starbucks
818769,2019,Hồ Chí Minh,Coffee Bean & Tea Leaf,Good place for socializing with family,Coffee Bean & Tea Leaf
141282,2017,Hà Nội,Highlands Coffee,Nice environment design,Highlands Coffee
803882,2019,Cần Thơ,Other,Good place for socializing with friends,Other
382579,2018,Hà Nội,Highlands Coffee,Good value for money,Highlands Coffee
134729,2017,Cần Thơ,Indepedent Cafe,Feel I belong here,Indepedent Cafe
451450,2018,Hồ Chí Minh,Viva Star,Clean,Viva Star
135870,2017,Đà Nẵng,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee
139101,2017,Đà Nẵng,Street / Half street coffee (including carts),Good music,Street / Half street coffee (including carts)
139089,2017,Đà Nẵng,Highlands Coffee,Good coffee taste,Highlands Coffee
433333,2018,Hà Nội,Urban Station,Good tea taste,Urban Station
458797,2018,Hồ Chí Minh,Milano,Good place for studying,Milano
795752,2019,Hà Nội,Cộng Cà Phê,Good place for working / business meeting,Cộng Cà Phê
802721,2019,Hà Nội,The Coffee House,Convenient location,The Coffee House
383262,2018,Cần Thơ,Other 1,Quick speed of service,Other 1
450135,2018,Hà Nội,Other 1,Nice environment design,Other 1
791957,2019,Cần Thơ,Mê Trang,Good place for socializing with friends,Mê Trang
415567,2018,Hải Phòng,Highlands Coffee,Clean,Highlands Coffee
124582,2017,Hải Phòng,Highlands Coffee,Nice environment design,Highlands Coffee
132972,2017,Hải Phòng,Cộng Cà Phê,Friendly staff,Cộng Cà Phê
458644,2018,Đà Nẵng,Highlands Coffee,Convenient location,Highlands Coffee
811471,2019,Nha Trang,Trung Nguyên,Comfortable and relaxing environment,Trung Nguyên
138301,2017,Hồ Chí Minh,Phúc Long,Friendly staff,Phúc Long
124741,2017,Hồ Chí Minh,Phúc Long,Diversified menu,Phúc Long
439950,2018,Hồ Chí Minh,Thức Coffee,Comfortable and relaxing environment,Thức Coffee
756044,2019,Hồ Chí Minh,Milano,Good value for money,Milano
138999,2017,Hồ Chí Minh,Trung Nguyên,High speed of internet,Trung Nguyên
842632,2019,Hồ Chí Minh,Milano,Convenient location,Milano
140509,2017,Hà Nội,Trung Nguyên,Good place for relaxing,Trung Nguyên
138516,2017,Hà Nội,Indepedent Cafe,Comfortable and relaxing environment,Indepedent Cafe
445330,2018,Hồ Chí Minh,Trung Nguyên,Trusted brand,Trung Nguyên
135503,2017,Đà Nẵng,Indepedent Cafe,Trusted brand,Indepedent Cafe
737100,2019,Đà Nẵng,Other,Good place for socializing with family,Other
431630,2018,Hà Nội,Other 1,Have new product regularly,Other 1
415479,2018,Cần Thơ,Other 2,Popular brand,Other 2
127248,2017,Đà Nẵng,Indepedent Cafe,Good value for money,Indepedent Cafe
386734,2018,Cần Thơ,Street / Half street coffee (including carts),Recommended by others,Street / Half street coffee (including carts)
438404,2018,Nha Trang,Other 1,Good place for socializing with colleagues,Other 1
799521,2019,Hà Nội,Urban Station,Convenient location,Urban Station
411993,2018,Cần Thơ,Other 1,Nice environment design,Other 1
458791,2018,Nha Trang,Other 2,Feel I belong here,Other 2
376026,2018,Đà Nẵng,BonPas,Clean,BonPas
458253,2018,Hồ Chí Minh,Milano,Popular brand,Milano
415488,2018,Cần Thơ,Street / Half street coffee (including carts),Trusted brand,Street / Half street coffee (including carts)
139914,2017,Hà Nội,Cộng Cà Phê,Good tea taste,Cộng Cà Phê
447349,2018,Hà Nội,Highlands Coffee,Good place for socializing with friends,Highlands Coffee
765990,2019,Hà Nội,Trung Nguyên,Friendly staff,Trung Nguyên
457778,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Comfortable and relaxing environment,Street / Half street coffee (including carts)
138625,2017,Hà Nội,The Coffee House,Diversified menu,The Coffee House
119803,2017,Hà Nội,Maxx Coffee,Good place for socializing,Maxx Coffee
138297,2017,Hồ Chí Minh,Passio,Comfortable and relaxing environment,Passio
446343,2018,Nha Trang,Street / Half street coffee (including carts),Good value for money,Street / Half street coffee (including carts)
435041,2018,Hà Nội,Other 1,"Good other beverages (other than coffee, tea & ice-blended)",Other 1
411818,2018,Cần Thơ,Other 1,Recommended by others,Other 1
833332,2019,Hồ Chí Minh,Cộng Cà Phê,Popular brand,Cộng Cà Phê
381393,2018,Hà Nội,Other 1,Good coffee taste,Other 1
786259,2019,Hải Phòng,Other,Quick speed of service,Other
749457,2019,Hà Nội,Highlands Coffee,High speed of internet,Highlands Coffee
139004,2017,Hồ Chí Minh,The Coffee House,Trusted brand,The Coffee House
452012,2018,Hà Nội,The Coffee House,Good music,The Coffee House
794533,2019,Nha Trang,Highlands Coffee,Quick speed of service,Highlands Coffee
430901,2018,Đà Nẵng,Long Cafe,Good tea taste,Long Cafe
106657,2017,Hà Nội,Highlands Coffee,Good tea taste,Highlands Coffee
140146,2017,Hà Nội,Starbucks,Feel I belong here,Starbucks
135179,2017,Hồ Chí Minh,Trung Nguyên,Nice environment design,Trung Nguyên
810403,2019,Hà Nội,Other,"Good other beverages (other than coffee, tea & ice-blended)",Other
819384,2019,Hà Nội,Cộng Cà Phê,Good tea taste,Cộng Cà Phê
750705,2019,Cần Thơ,Trung Nguyên,Good music,Trung Nguyên
360729,2018,Cần Thơ,Trung Nguyên,Popular brand,Trung Nguyên
452949,2018,Hồ Chí Minh,Viva Star,Friendly staff,Viva Star
750065,2019,Hà Nội,Street,Convenient location,Street
371066,2018,Hồ Chí Minh,Highlands Coffee,Friendly staff,Highlands Coffee
97076,2017,Hà Nội,Highlands Coffee,Diversified menu,Highlands Coffee
437270,2018,Hải Phòng,Cộng Cà Phê,Good coffee taste,Cộng Cà Phê
139318,2017,Đà Nẵng,Indepedent Cafe,Comfortable and relaxing environment,Indepedent Cafe
811278,2019,Hà Nội,Starbucks,Clean,Starbucks
800589,2019,Hồ Chí Minh,Highlands Coffee,Convenient location,Highlands Coffee
819927,2019,Hà Nội,Highlands Coffee,Good place for working / business meeting,Highlands Coffee
832423,2019,Hồ Chí Minh,Other,Good place for socializing with friends,Other
109810,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Good place for working / studying,Street / Half street coffee (including carts)
815706,2019,Cần Thơ,Trung Nguyên,Good place for relaxing,Trung Nguyên
134186,2017,Đà Nẵng,Cộng Cà Phê,Good value for money,Cộng Cà Phê
123573,2017,Đà Nẵng,Street / Half street coffee (including carts),Good music,Street / Half street coffee (including carts)
133938,2017,Cần Thơ,Other Branded Cafe Chain,Clean,Other Branded Cafe Chain
457052,2018,Đà Nẵng,Trung Nguyên,Feel I belong here,Trung Nguyên
135373,2017,Hà Nội,Highlands Coffee,Good place for working / studying,Highlands Coffee
94225,2017,Hồ Chí Minh,KOI cafe,Good place for relaxing,KOI cafe
351114,2018,Hồ Chí Minh,The Coffee House,Clean,The Coffee House
794511,2019,Hà Nội,Other,Clean,Other
450130,2018,Hà Nội,Highlands Coffee,Good place for socializing with family,Highlands Coffee
843068,2019,Hồ Chí Minh,Viva Star,Good place for socializing with colleagues,Viva Star
450158,2018,Nha Trang,Other 1,Nice environment design,Other 1
138733,2017,Hồ Chí Minh,Effoc,Recommended by others,Effoc
367348,2018,Hà Nội,Cộng Cà Phê,Nice environment design,Cộng Cà Phê
138541,2017,Đà Nẵng,Indepedent Cafe,Good place for relaxing,Indepedent Cafe
134940,2017,Hà Nội,Highlands Coffee,Convenient location,Highlands Coffee
788564,2019,Hồ Chí Minh,Highlands Coffee,Good tea taste,Highlands Coffee
135007,2017,Hồ Chí Minh,Trung Nguyên,High speed of internet,Trung Nguyên
360517,2018,Hà Nội,Highlands Coffee,Good place for studying,Highlands Coffee
752923,2019,Hồ Chí Minh,Trung Nguyên,Trusted brand,Trung Nguyên
386130,2018,Hồ Chí Minh,The Coffee House,Good place for relaxing,The Coffee House
382581,2018,Hà Nội,Cộng Cà Phê,Good place for socializing with family,Cộng Cà Phê
140670,2017,Hà Nội,Saigon Café,Clean,Saigon Café
92316,2017,Hồ Chí Minh,Starbucks,Recommended by others,Starbucks
824105,2019,Hà Nội,Aha Cafe,Good place for socializing with family,Aha Cafe
93327,2017,Hồ Chí Minh,Trung Nguyên,Convenient location,Trung Nguyên
447419,2018,Hà Nội,Starbucks,Clean,Starbucks
130629,2017,Đà Nẵng,Indepedent Cafe,Good coffee taste,Indepedent Cafe
440504,2018,Hà Nội,Urban Station,Good place for socializing with family,Urban Station
419542,2018,Hải Phòng,Street / Half street coffee (including carts),Convenient location,Street / Half street coffee (including carts)
393751,2018,Cần Thơ,Milano,Trusted brand,Milano
777116,2019,Hà Nội,Other,Good place for socializing with friends,Other
835305,2019,Hồ Chí Minh,Viva Star,Good place for socializing with family,Viva Star
822950,2019,Hà Nội,Street,Good place for working / business meeting,Street
131118,2017,Đà Nẵng,Indepedent Cafe,Feel I belong here,Indepedent Cafe
799869,2019,Hà Nội,Trung Nguyên,Good coffee taste,Trung Nguyên
456501,2018,Hồ Chí Minh,Viva Star,Trusted brand,Viva Star
731486,2019,Đà Nẵng,Milano,Good ice-blended taste,Milano
134933,2017,Hà Nội,Other Branded Cafe Chain,Good place for relaxing,Other Branded Cafe Chain
391108,2018,Hồ Chí Minh,Highlands Coffee,Have new product regularly,Highlands Coffee
729216,2019,Đà Nẵng,Milano,Good place for socializing with family,Milano
811288,2019,Nha Trang,Trung Nguyên,Good coffee taste,Trung Nguyên
770361,2019,Cần Thơ,Milano,Good place for socializing with family,Milano
369422,2018,Đà Nẵng,Mộc Miên,Feel I belong here,Mộc Miên
798064,2019,Nha Trang,Trung Nguyên,Good place for working / business meeting,Trung Nguyên
366883,2018,Hồ Chí Minh,Trung Nguyên,Good tea taste,Trung Nguyên
443737,2018,Hà Nội,Highlands Coffee,Good place for socializing with colleagues,Highlands Coffee
138873,2017,Hồ Chí Minh,Indepedent Cafe,Convenient location,Indepedent Cafe
138868,2017,Hà Nội,Maxx Coffee,Feel I belong here,Maxx Coffee
389207,2018,Cần Thơ,Trung Nguyên,Convenient location,Trung Nguyên
